100,135213.0
150,261947.0
200,278905.0
250,111116.0
300,125396.0
350,171806.0
400,260609.0
450,104869.0
500,117810.0
550,126735.0
600,137444.0
650,154401.0
700,170020.0
750,177607.0
800,184747.0
850,207059.0
900,220001.0
950,228479.0
1000,253915.0
1050,263286.0
1100,279797.0
1150,289168.0
1200,304787.0
1250,312820.0
1300,298094.0
1350,262393.0
1400,263286.0
1450,274888.0
1500,630995.0
1550,305680.0
1600,308357.0
1650,316835.0
1700,322637.0
1750,339149.0
1800,502475.0
1850,458296.0
1900,389574.0
1950,383773.0
2000,395376.0
2050,400730.0
2100,438215.0
2150,427059.0
2200,443124.0
2250,562272.0
2300,460974.0
2350,1053590.0
2400,480609.0
2450,485071.0
2500,536836.0
2550,520324.0
2600,647505.0
2650,713104.0
2700,555132.0
2750,557809.0
2800,587708.0
2850,582800.0
2900,589047.0
2950,1191481.0
3000,864828.0
3050,850102.0
3100,869290.0
3150,884017.0
3200,674726.0
3250,775578.0
3300,929534.0
3350,954078.0
3400,1271806.0
3450,726045.0
3500,744788.0
3550,743002.0
3600,979067.0
3650,1052252.0
3700,1068317.0
3750,1050913.0
3800,1239676.0
3850,821096.0
3900,1005842.0
3950,851440.0
4000,859473.0
4050,959432.0
4100,873753.0
4150,909453.0
4200,881339.0
4250,1214687.0
4300,1164260.0
4350,1249940.0
4400,1265558.0
4450,979960.0
4500,1121421.0
4550,979068.0
4600,1376674.0
4650,1394078.0
4700,1373104.0
4750,1435133.0
4800,1281177.0
4850,1429331.0
4900,1356147.0
4950,1125436.0
5000,1316431.0
5050,1502963.0
5100,1150873.0
5150,1263327.0
5200,1233428.0
5250,1313307.0
5300,1200852.0
5350,1473510.0
5400,1649777.0
5450,1658702.0
5500,1642637.0
5550,1731887.0
5600,1684585.0
5650,1390062.0
5700,1722069.0
5750,1739027.0
5800,1760894.0
5850,1780529.0
5900,1962151.0
5950,1373997.0
6000,1398987.0
6050,1967060.0
6100,1853713.0
6150,4200083.0
6200,1871116.0
6250,2129048.0
6300,1876918.0
6350,2093348.0
6400,1444504.0
6450,2034443.0
6500,1452982.0
6550,2005883.0
6600,1988926.0
6650,2029981.0
6700,1566329.0
6750,1532861.0
6800,2327181.0
6850,2050062.0
6900,2287911.0
6950,2120123.0
7000,2094240.0
7050,1929129.0
7100,1636391.0
7150,1650670.0
7200,2193308.0
7250,2225883.0
7300,2256228.0
7350,2137973.0
7400,1658703.0
7450,2206249.0
7500,1731441.0
7550,1726978.0
7600,2366005.0
7650,2299068.0
7700,2368236.0
