64,8913316.0
128,1.8138181E7
192,3.2004879E7
256,4.6858229E7
320,5.5976847E7
384,6.6344544E7
448,1.22149583E8
512,1.01166137E8
576,1.21110287E8
640,1.4350477E8
704,1.27197107E8
768,1.40118627E8
832,1.56341985E8
896,1.91919527E8
960,2.73460142E8
1024,2.85162077E8
1088,2.60510478E8
1152,2.50365477E8
1216,3.16507859E8
1280,2.26933906E8
1344,1.93608113E8
1408,2.31081779E8
1472,2.29697969E8
1536,1.89042128E8
1600,1.21556515E8
1664,1.26099781E8
1728,1.43989871E8
1792,1.50024007E8
1856,1.51410939E8
1920,1.74311498E8
1984,1.5673067E8
2048,1.66411113E8
2112,1.60432265E8
2176,2.41690884E8
2240,2.14566614E8
2304,2.53842629E8
2368,2.30005854E8
2432,2.18170934E8
2496,2.27125353E8
2560,2.24962386E8
2624,6.38451041E8
2688,7.84340088E8
2752,5.98188341E8
2816,4.06540553E8
2880,3.98726295E8
2944,2.60044158E8
3008,3.10005142E8
3072,2.86130868E8
3136,2.77833365E8
3200,2.80894624E8
3264,3.06886315E8
3328,2.92782217E8
3392,3.07505263E8
3456,3.28811363E8
3520,3.28264706E8
3584,3.55465732E8
3648,3.39374485E8
3712,4.18641887E8
3776,1.278905699E9
3840,6.98045147E8
3904,5.1037166E8
3968,7.43909609E8
4032,9.4895774E8
4096,1.036668615E9
4160,1.092120683E9
4224,1.061467069E9
4288,1.043472113E9
4352,1.099361057E9
4416,9.96606273E8
4480,1.072959707E9
4544,1.075924125E9
4608,1.159716506E9
4672,1.133094264E9
4736,1.084410432E9
4800,1.195637683E9
4864,1.336714391E9
4928,1.411320327E9
4992,1.250847426E9
5056,1.275807385E9
5120,1.374600846E9
5184,1.220499009E9
5248,1.271052633E9
5312,1.498142272E9
5376,8.80846491E8
5440,6.94598791E8
5504,6.83042301E8
5568,5.21919233E8
5632,5.35924265E8
5696,5.21349835E8
5760,6.14363918E8
5824,6.28244872E8
5888,5.86915213E8
5952,5.80615979E8
6016,1.626209985E9
6080,1.127915997E9
6144,1.587299885E9
6208,1.488899137E9
6272,1.07236265E9
6336,1.26549907E9
6400,1.586378357E9
6464,1.592443783E9
6528,1.927991242E9
6592,1.551848647E9
6656,1.55026E9
6720,1.386410337E9
6784,1.839029093E9
6848,1.985712937E9
6912,1.739341812E9
6976,1.822066757E9
7040,1.799724504E9
7104,1.787566026E9
7168,1.823043151E9
7232,1.205563534E9
7296,1.628878556E9
7360,2.07093952E9
7424,2.017925346E9
7488,1.284541344E9
7552,1.114065819E9
7616,1.868196745E9
7680,2.001841678E9
7744,1.916667268E9
7808,2.018087755E9
7872,2.034406582E9
7936,1.661916054E9
8000,1.116633957E9
8064,2.226072649E9
8128,2.333771855E9
8192,2.213484895E9
8256,2.0710752E9
8320,2.031861174E9
8384,2.012598894E9
8448,2.071310818E9
8512,2.038443804E9
8576,1.880975038E9
8640,2.080487463E9
8704,2.191853932E9
8768,2.171464441E9
8832,2.575985263E9
8896,2.21309934E9
8960,2.336201205E9
9024,2.35155572E9
9088,2.758490747E9
9152,2.560743232E9
9216,2.579332987E9
9280,2.403092446E9
9344,2.379590329E9
9408,2.315959421E9
9472,2.339358858E9
9536,2.311950341E9
9600,2.461955169E9
9664,2.553932178E9
9728,2.414992036E9
9792,2.598181172E9
9856,2.545809104E9
9920,2.591036309E9
9984,1.99619172E9
10048,2.630684979E9
10112,2.745633487E9
10176,3.026409843E9
10240,2.47461072E9
10304,2.849369096E9
10368,2.763415088E9
10432,2.879201212E9
10496,2.649554978E9
10560,2.742927437E9
10624,2.660394805E9
10688,2.623797594E9
10752,2.647251908E9
10816,2.723050225E9
10880,2.915942133E9
10944,2.711791348E9
11008,2.83511995E9
11072,3.164684574E9
11136,3.050670083E9
11200,3.179258583E9
11264,3.008436761E9
11328,2.899582651E9
11392,2.873398189E9
11456,2.162965615E9
11520,2.954991458E9
11584,3.009048556E9
11648,3.201367928E9
11712,3.196484188E9
11776,2.787776636E9
11840,2.136735189E9
11904,3.256636143E9
11968,1.794987137E9
12032,1.707207974E9
12096,9.35615366E8
12160,3.06336673E9
12224,3.262838556E9
12288,3.378311356E9
12352,2.817278538E9
12416,3.12254452E9
12480,3.191976645E9
12544,3.164234788E9
12608,3.131355679E9
12672,3.637822242E9
12736,3.478289594E9
12800,3.933273909E9
12864,2.749223967E9
12928,3.06739723E9
12992,3.387085943E9
13056,3.393809546E9
13120,3.353453616E9
13184,3.398575493E9
13248,3.346820566E9
13312,3.38695298E9
13376,3.519786634E9
13440,3.774745762E9
13504,3.983546393E9
13568,4.130482398E9
